label,cap-surface,gill-size,gill-color,ring-type,spore-print-color,population
p,y,b,g,l,h,y
p,f,b,h,l,h,y
p,f,b,p,l,h,y
p,y,b,h,l,h,y
p,y,b,g,l,h,y
e,s,b,w,e,w,c
p,y,b,g,l,h,y
p,f,b,g,l,h,v
p,f,b,p,l,h,y
p,y,b,g,l,h,y
p,y,b,p,l,h,y
p,y,b,g,l,h,y
p,f,b,g,l,h,y
p,f,b,p,l,h,y
p,y,b,h,l,h,y
p,f,b,p,l,h,v
p,y,b,h,l,h,v
p,y,b,p,l,h,y
p,f,b,h,l,h,v
p,y,b,h,l,h,y
p,y,b,h,l,h,v
p,f,b,h,l,h,v
p,y,b,h,l,h,y
p,s,b,h,p,h,s
p,y,b,h,l,h,v
p,f,n,g,p,k,s
p,f,b,g,l,h,y
p,s,b,h,p,h,s
p,y,b,h,l,h,y
p,y,b,h,l,h,y
p,s,b,w,p,r,v
p,s,b,p,p,h,v
p,y,b,g,l,h,v
p,y,b,h,l,h,y
p,f,b,g,l,h,v
p,f,b,h,l,h,y
p,f,b,h,l,h,v
e,y,n,u,f,h,v
p,f,b,g,l,h,y
e,f,b,w,p,n,v
p,f,b,g,l,h,y
p,y,n,b,e,w,v
p,y,b,g,l,h,y
p,f,b,p,l,h,y
p,f,b,p,l,h,y
p,y,b,g,l,h,v
p,y,b,h,l,h,y
p,f,b,h,l,h,y
p,y,b,g,l,h,v
p,y,b,h,l,h,y
e,y,b,n,p,n,y
p,y,b,g,l,h,v
e,f,b,w,p,k,y
p,f,b,h,l,h,y
p,y,b,h,l,h,y
p,y,b,h,l,h,y
p,f,b,p,l,h,y
p,f,b,h,l,h,v
p,f,b,p,l,h,v
p,y,b,p,l,h,y
p,f,b,g,l,h,v
p,y,b,h,l,h,y
p,y,b,g,l,h,y
p,f,b,g,l,h,y
p,y,b,g,l,h,v
p,f,b,g,l,h,v
p,y,b,h,l,h,v
p,y,b,p,l,h,y
p,y,b,h,l,h,v
p,y,b,h,l,h,v
p,y,b,g,l,h,y
p,f,b,g,l,h,v
p,y,b,g,l,h,v
p,y,b,p,l,h,v
p,y,b,p,l,h,y
p,f,b,h,l,h,y
p,y,b,g,l,h,v
p,y,b,p,l,h,y
p,y,b,g,l,h,y
p,f,b,g,l,h,v
p,y,b,p,l,h,y
p,f,b,p,l,h,v
p,f,b,h,l,h,v
p,y,b,g,l,h,y
p,f,b,p,l,h,v
p,y,b,h,l,h,v
p,f,b,h,l,h,v
p,y,b,p,l,h,y
p,f,b,p,l,h,v
e,s,b,e,e,w,c
p,f,b,p,l,h,v
p,s,n,g,p,k,v
p,f,b,h,l,h,y
p,f,b,g,l,h,y
p,f,b,p,l,h,y
e,f,b,p,p,n,y
p,y,b,g,l,h,v
p,f,b,p,l,h,y
p,y,b,h,l,h,v
p,f,b,p,l,h,y
e,y,b,n,p,n,v
p,y,b,h,l,h,y
p,f,b,h,l,h,v
p,f,b,h,l,h,y
p,y,b,h,l,h,y
p,y,b,h,l,h,v
p,f,b,h,l,h,v
p,y,b,g,l,h,y
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,s,b,p,p,h,v
p,y,b,g,l,h,y
p,y,b,g,l,h,v
p,y,b,p,l,h,v
e,y,b,e,e,w,c
p,f,b,g,l,h,y
p,y,b,p,l,h,y
p,f,b,p,l,h,y
e,y,b,e,e,w,c
p,y,b,p,l,h,v
p,f,n,w,e,w,v
p,f,b,g,l,h,v
p,f,b,h,l,h,v
p,y,n,b,e,w,v
p,f,b,h,l,h,v
p,f,b,g,l,h,y
p,s,b,w,p,h,v
p,f,b,g,l,h,v
p,y,b,h,l,h,y
e,y,b,w,e,w,c
p,y,b,g,l,h,v
p,f,n,w,e,w,v
p,y,b,p,l,h,v
p,s,b,p,p,h,s
p,y,b,h,l,h,v
p,f,b,p,l,h,v
e,y,b,e,e,w,c
p,f,b,g,l,h,v
e,y,n,w,e,w,v
p,s,n,p,p,n,v
p,f,b,g,l,h,y
p,f,b,g,l,h,v
p,y,b,p,l,h,v
p,s,b,g,p,r,v
e,y,b,n,p,n,y
p,s,b,g,p,r,v
e,y,b,w,e,w,c
p,s,b,p,p,h,v
p,y,b,h,l,h,y
p,y,b,h,l,h,v
p,y,b,h,l,h,v
p,y,b,p,l,h,v
p,f,b,g,l,h,y
p,y,b,h,l,h,y
p,f,b,g,l,h,y
p,y,b,g,l,h,y
p,f,b,p,l,h,v
e,s,b,w,e,w,c
e,y,b,e,e,w,c
e,s,b,w,e,w,c
p,y,b,g,l,h,v
e,f,b,u,p,n,v
p,f,b,p,l,h,y
p,y,b,h,l,h,y
p,s,b,p,p,h,v
p,f,b,p,l,h,v
p,f,b,h,l,h,y
p,f,b,p,l,h,v
p,y,n,b,e,w,v
p,f,b,h,l,h,v
e,y,b,e,e,w,c
e,y,b,p,p,k,v
p,y,b,g,l,h,y
p,y,b,h,l,h,v
p,f,b,p,l,h,y
e,f,b,n,p,n,v
p,y,b,h,l,h,v
p,f,b,p,l,h,v
p,y,b,w,p,r,v
p,f,b,p,l,h,y
p,y,n,b,e,w,v
p,f,b,g,l,h,y
p,y,b,g,l,h,v
p,y,b,g,l,h,y
p,s,b,h,p,h,s
p,y,b,h,l,h,v
p,s,b,w,p,h,s
p,f,n,g,p,k,v
p,f,b,g,l,h,y
p,y,b,p,l,h,y
p,y,b,h,l,h,y
e,y,n,p,f,h,y
e,y,n,h,f,h,v
p,f,b,h,l,h,v
p,y,b,h,l,h,y
p,y,b,p,l,h,y
p,y,n,b,e,w,v
p,y,b,h,l,h,y
p,y,b,g,l,h,v
p,f,b,h,l,h,y
p,y,b,g,l,h,y
p,y,b,g,l,h,v
p,f,b,h,l,h,y
e,s,b,w,e,w,c
p,f,b,h,l,h,y
p,y,b,h,l,h,y
p,s,b,p,p,h,s
p,f,b,p,l,h,y
p,y,b,p,l,h,y
p,f,b,h,l,h,v
p,s,n,n,p,k,v
e,y,b,u,p,n,y
p,f,b,g,l,h,y
p,y,b,p,l,h,y
e,s,b,e,e,w,c
p,f,b,h,l,h,v
p,f,b,g,l,h,v
p,y,b,g,l,h,y
e,f,n,w,e,w,v
e,y,b,e,e,w,c
p,y,b,g,l,h,v
p,f,b,g,l,h,v
p,s,b,h,p,h,v
p,y,b,g,l,h,y
p,y,b,p,l,h,v
p,y,b,p,l,h,v
p,y,n,b,e,w,v
e,s,b,w,e,w,c
p,f,b,g,l,h,y
p,f,b,g,l,h,v
p,y,b,h,l,h,y
p,f,b,g,l,h,v
p,y,b,h,l,h,v
p,y,n,w,e,w,v
p,y,b,g,l,h,y
p,f,b,h,l,h,y
p,y,b,h,l,h,v
p,s,b,w,p,h,v
p,y,b,g,l,h,y
p,f,b,g,l,h,v
p,y,b,g,l,h,y
p,f,b,p,l,h,v
p,f,b,g,l,h,y
p,y,b,h,l,h,y
p,f,b,p,l,h,y
e,s,b,w,e,w,c
e,s,b,e,e,w,c
p,y,b,g,p,r,v
p,y,b,p,l,h,v
p,y,b,h,l,h,v
p,f,b,g,l,h,v
p,f,b,p,l,h,y
p,y,b,h,l,h,y
p,y,b,h,l,h,v
p,f,b,p,l,h,v
p,y,b,p,l,h,y
p,y,b,p,l,h,v
p,y,b,h,l,h,y
p,y,b,g,l,h,v
p,f,b,g,l,h,y
p,y,b,g,l,h,v
p,y,b,g,l,h,y
e,y,n,w,f,h,y
p,f,b,g,l,h,v
p,y,b,p,l,h,v
p,y,b,p,l,h,y
p,f,b,p,l,h,y
p,y,b,h,l,h,v
e,s,b,e,e,w,c
p,f,b,h,l,h,y
p,y,b,h,l,h,v
e,s,b,w,e,w,c
p,f,b,g,l,h,y
p,y,b,g,l,h,v
p,y,n,b,e,w,v
p,f,b,g,l,h,v
p,y,n,w,e,w,v
p,s,b,w,p,r,v
p,f,b,p,l,h,v
e,y,n,u,f,h,y
p,f,b,g,l,h,v
p,y,b,g,l,h,y
p,f,b,h,l,h,y
e,y,b,w,e,w,c
p,y,b,g,l,h,v
p,y,b,p,l,h,v
p,y,b,g,l,h,v
e,s,b,w,e,w,c
p,y,b,p,l,h,y
p,y,b,p,l,h,v
p,f,b,h,l,h,v
p,f,b,p,l,h,v
p,s,n,p,p,n,v
p,f,b,g,l,h,y
p,f,b,g,l,h,v
p,s,b,p,p,h,s
p,y,b,g,l,h,y
p,f,b,h,l,h,y
p,f,b,g,l,h,y
p,y,b,p,l,h,v
p,y,b,g,l,h,v
p,y,b,g,l,h,y
p,f,b,h,l,h,v
p,f,b,p,l,h,y
p,f,b,g,l,h,v
p,f,b,h,l,h,y
p,s,b,w,p,h,v
p,f,b,h,l,h,v
p,f,b,h,l,h,y
p,f,b,p,l,h,v
p,y,b,p,l,h,v
p,y,n,b,e,w,v
p,y,b,p,l,h,y
p,f,b,g,l,h,y
p,y,b,h,l,h,y
p,y,b,g,l,h,y
p,s,b,w,p,h,s
p,y,b,h,l,h,v
p,s,b,p,p,h,s
p,s,b,h,p,h,s
p,y,b,g,l,h,y
p,f,b,h,l,h,v
p,f,b,h,l,h,v
p,y,b,p,l,h,v
p,f,b,h,l,h,v
p,y,n,b,e,w,v
p,y,b,h,l,h,v
p,f,b,h,l,h,y
p,f,b,h,l,h,v
p,f,b,h,l,h,y
p,y,b,p,l,h,y
p,y,b,g,l,h,v
p,f,b,g,l,h,v
p,y,b,h,l,h,y
p,f,b,g,l,h,y
p,f,b,h,l,h,y
e,f,n,w,e,w,v
p,f,b,h,l,h,v
p,y,b,h,l,h,y
p,y,b,g,l,h,v
p,y,b,p,l,h,v
p,f,b,p,l,h,y
p,f,b,p,l,h,v
p,y,b,g,l,h,y
p,y,b,w,p,r,v
e,y,b,e,e,w,c
p,y,b,g,l,h,v
p,f,b,p,l,h,v
e,y,b,e,e,w,c
p,s,b,p,p,h,s
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,g,n,w,p,w,c
p,s,b,p,p,h,v
p,y,b,p,l,h,y
p,y,b,g,l,h,v
p,y,b,p,l,h,y
e,y,b,w,e,w,c
p,s,b,w,p,h,v
p,s,b,h,p,h,s
p,y,n,b,e,w,v
e,y,n,w,e,w,v
p,s,b,w,p,h,s
p,s,b,h,p,h,v
p,s,b,w,p,h,v
p,s,b,p,p,h,v
e,y,n,w,e,w,v
p,y,b,g,l,h,v
p,s,b,h,p,h,v
p,s,b,w,p,h,s
p,g,n,w,p,w,c
p,s,b,p,p,h,s
p,g,n,w,p,w,c
p,s,b,p,p,h,v
p,s,b,h,p,h,s
p,f,n,w,e,w,v
p,y,n,b,e,w,v
e,s,b,w,e,w,c
e,y,b,w,e,w,c
p,s,b,w,p,h,v
p,y,b,p,l,h,y
p,y,b,p,l,h,y
p,s,b,r,p,r,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
e,s,b,e,e,w,c
p,y,n,b,e,w,v
p,f,b,g,l,h,y
p,y,n,b,e,w,v
e,f,n,w,e,w,v
p,y,n,b,e,w,v
e,s,b,e,e,w,c
e,y,b,w,e,w,c
p,y,b,g,l,h,y
p,y,b,r,p,r,v
p,y,n,w,e,w,v
p,y,n,b,e,w,v
p,s,b,w,p,h,s
p,s,b,h,p,h,v
p,y,b,h,l,h,y
p,s,b,w,p,h,v
p,y,n,b,e,w,v
p,s,b,p,p,h,v
p,f,n,w,e,w,v
e,y,b,w,e,w,c
p,s,b,w,p,h,s
p,s,b,p,p,h,s
e,y,b,w,e,w,c
p,f,b,p,l,h,y
p,f,n,w,e,w,v
e,y,b,e,e,w,c
p,y,b,p,l,h,y
p,s,b,h,p,h,v
p,y,b,h,l,h,v
p,y,b,h,l,h,v
e,s,b,w,e,w,c
e,s,b,e,e,w,c
p,y,b,r,p,r,v
e,s,b,w,e,w,c
p,y,b,g,l,h,y
p,s,b,w,p,h,v
p,s,b,p,p,h,s
e,y,n,w,e,w,v
p,y,n,b,e,w,v
e,y,n,h,f,h,v
p,y,b,p,l,h,v
p,y,b,w,p,r,v
p,s,b,h,p,h,v
e,s,b,w,e,w,c
p,y,n,b,e,w,v
p,s,b,h,p,h,s
e,y,b,e,e,w,c
p,f,b,h,l,h,v
p,y,b,g,l,h,v
p,f,b,g,l,h,y
p,s,b,p,p,h,s
p,y,b,p,l,h,v
p,f,b,h,l,h,v
e,s,b,w,e,w,c
p,y,b,h,l,h,v
p,s,b,h,p,h,s
p,y,b,g,l,h,v
p,y,n,b,e,w,v
p,s,b,p,p,h,v
p,y,b,w,p,r,v
e,y,b,w,e,w,c
p,s,b,w,p,h,v
p,y,n,b,e,w,v
e,y,b,w,e,w,c
e,y,b,w,e,w,c
e,s,b,e,e,w,c
p,y,n,w,e,w,v
p,s,b,h,p,h,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,s,b,w,p,h,s
p,y,n,b,e,w,v
e,f,n,w,e,w,v
p,y,b,h,l,h,v
e,s,b,w,e,w,c
p,f,b,p,l,h,y
p,y,b,p,l,h,v
p,y,n,w,p,w,c
e,f,n,w,e,w,v
p,f,n,w,e,w,v
p,s,b,w,p,h,s
p,y,n,w,e,w,v
p,y,b,g,l,h,v
e,s,b,e,e,w,c
p,y,b,p,l,h,v
p,y,n,b,e,w,v
p,y,b,p,l,h,v
p,y,b,w,p,r,v
p,s,b,p,p,h,v
p,s,b,w,p,h,v
e,y,b,w,e,w,c
p,y,b,g,l,h,v
p,y,b,w,p,r,v
p,s,b,w,p,h,v
e,s,b,w,e,w,c
p,s,b,w,p,h,s
p,s,b,p,p,h,v
p,y,b,g,l,h,y
e,s,b,w,e,w,c
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,s,b,h,p,h,v
e,s,b,e,e,w,c
e,s,b,e,e,w,c
p,s,b,w,p,h,s
e,f,n,w,e,w,v
p,y,n,b,e,w,v
p,s,b,h,p,h,v
p,y,n,w,e,w,v
p,s,b,w,p,r,v
p,f,b,g,l,h,y
e,y,b,w,e,w,c
p,y,n,w,p,w,c
p,s,b,p,p,h,v
e,y,n,u,f,h,y
e,y,n,w,f,h,v
e,s,b,w,e,w,c
p,s,b,h,p,h,v
p,y,n,b,e,w,v
p,y,b,g,l,h,y
p,s,b,w,p,h,s
e,s,b,e,e,w,c
p,y,n,b,e,w,v
p,f,b,p,l,h,y
e,s,b,e,e,w,c
p,s,b,p,p,h,s
p,y,n,b,e,w,v
p,s,b,p,p,h,s
e,f,n,w,e,w,v
p,s,b,w,p,h,v
p,f,b,p,l,h,v
e,y,n,w,f,h,y
p,f,b,g,l,h,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
e,y,b,w,e,w,c
p,s,b,w,p,h,v
p,y,n,b,e,w,v
p,y,n,w,e,w,v
p,y,n,b,e,w,v
e,y,b,e,e,w,c
p,s,b,h,p,h,v
p,y,b,p,l,h,v
e,y,b,w,e,w,c
p,y,b,g,p,r,v
e,y,n,w,e,w,v
p,y,b,g,l,h,v
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,s,b,h,p,h,s
p,s,b,w,p,h,s
p,y,n,b,e,w,v
e,y,n,p,f,h,v
p,y,n,b,e,w,v
p,f,b,g,l,h,v
p,y,n,b,e,w,v
p,y,b,p,l,h,v
p,s,b,h,p,h,s
p,y,n,w,e,w,v
p,s,b,w,p,h,v
p,s,b,h,p,h,v
e,y,n,w,e,w,v
p,s,b,h,p,h,v
p,y,n,b,e,w,v
p,y,b,p,l,h,y
e,s,b,e,e,w,c
p,y,b,r,p,r,v
p,f,n,w,e,w,v
p,y,b,h,l,h,y
e,f,n,w,e,w,v
e,f,n,w,e,w,v
p,y,n,b,e,w,v
p,s,b,p,p,h,v
p,s,b,h,p,h,s
p,s,b,w,p,h,v
p,s,b,h,p,h,s
e,y,n,h,f,h,v
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,s,b,w,p,h,v
p,y,b,p,l,h,y
p,y,b,h,l,h,y
p,y,n,w,e,w,v
e,s,b,e,e,w,c
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,y,b,h,l,h,v
p,y,b,g,l,h,y
p,s,b,h,p,h,s
p,y,b,h,l,h,y
e,s,b,w,e,w,c
p,s,b,p,p,h,s
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,s,b,h,p,h,s
e,y,b,w,e,w,c
p,y,n,b,e,w,v
p,s,b,p,p,h,v
e,y,b,e,e,w,c
p,s,b,w,p,h,v
e,f,n,w,e,w,v
e,y,n,w,e,w,v
e,s,b,w,e,w,c
p,s,b,w,p,h,v
e,y,b,w,e,w,c
p,s,b,p,p,h,v
e,s,b,e,e,w,c
p,y,n,w,e,w,v
p,s,b,h,p,h,s
p,f,b,h,l,h,v
p,y,b,p,l,h,y
p,f,n,w,e,w,v
p,y,b,p,l,h,y
p,y,b,p,l,h,v
e,y,n,w,e,w,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,y,b,r,p,r,v
p,y,b,g,l,h,y
p,s,b,w,p,h,s
p,s,b,p,p,h,s
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,y,b,h,l,h,v
e,s,b,e,e,w,c
p,y,b,g,l,h,v
e,s,b,w,e,w,c
e,s,b,e,e,w,c
p,s,b,p,p,h,v
p,y,b,h,l,h,v
e,s,b,e,e,w,c
e,s,b,w,e,w,c
p,y,b,g,l,h,v
p,s,b,h,p,h,s
p,s,b,p,p,h,s
p,s,b,w,p,h,s
p,s,b,w,p,h,s
p,y,b,p,l,h,v
p,y,n,b,e,w,v
p,s,b,w,p,h,s
e,f,n,w,e,w,v
p,s,b,h,p,h,v
e,y,n,p,f,h,y
p,f,b,p,l,h,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,y,b,h,l,h,v
e,y,b,e,e,w,c
p,s,b,w,p,h,s
p,s,b,w,p,h,v
p,y,n,b,e,w,v
p,s,b,w,p,h,v
p,s,b,w,p,h,s
p,y,b,p,l,h,y
p,y,b,g,l,h,y
p,s,b,w,p,h,s
p,s,b,p,p,h,s
p,s,b,h,p,h,s
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,s,b,w,p,h,s
p,y,b,w,p,r,v
p,y,n,b,e,w,v
e,y,b,e,e,w,c
p,s,b,w,p,h,v
p,s,b,p,p,h,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,s,b,w,p,r,v
p,y,n,b,e,w,v
p,y,b,g,l,h,v
p,y,b,h,l,h,v
p,y,b,r,p,r,v
p,s,b,h,p,h,s
e,y,b,w,e,w,c
p,s,b,w,p,h,v
p,s,b,p,p,h,s
p,y,n,b,e,w,v
p,f,b,p,l,h,v
p,y,b,p,l,h,v
p,y,b,p,l,h,y
e,y,b,w,e,w,c
p,y,n,b,e,w,v
p,y,b,h,l,h,y
p,y,b,g,p,r,v
p,y,b,w,p,r,v
p,y,b,h,l,h,v
e,y,n,w,f,h,v
p,s,b,p,p,h,s
p,s,b,p,p,h,s
p,y,n,b,e,w,v
e,y,b,e,e,w,c
e,s,b,w,e,w,c
p,s,b,h,p,h,v
p,y,b,p,l,h,y
p,y,n,b,e,w,v
p,y,n,w,p,w,c
p,s,b,p,p,h,v
p,s,b,w,p,h,s
p,y,n,b,e,w,v
p,y,n,b,e,w,v
e,y,b,e,e,w,c
e,y,n,h,f,h,y
p,y,b,h,l,h,y
p,y,n,b,e,w,v
p,f,b,g,l,h,y
p,y,n,b,e,w,v
p,s,b,h,p,h,v
p,y,n,b,e,w,v
e,f,n,w,e,w,v
p,y,b,p,l,h,y
e,y,b,e,e,w,c
p,y,b,r,p,r,v
e,y,n,h,f,h,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,y,b,g,l,h,v
p,y,n,b,e,w,v
p,y,n,b,e,w,v
e,y,b,w,e,w,c
e,y,b,w,e,w,c
e,s,b,e,e,w,c
p,s,b,w,p,h,v
e,y,b,e,e,w,c
p,f,b,g,l,h,y
p,y,b,g,l,h,y
p,y,b,g,l,h,y
p,s,b,p,p,h,v
e,y,n,w,e,w,v
e,y,n,w,e,w,v
p,s,b,r,p,r,v
p,s,b,h,p,h,s
e,y,n,p,f,h,v
p,s,b,w,p,h,s
e,y,n,p,f,h,y
p,s,b,p,p,h,v
e,y,b,e,e,w,c
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,s,b,p,p,h,v
p,y,b,p,l,h,v
e,y,b,e,e,w,c
p,s,b,w,p,h,v
p,y,b,h,l,h,v
p,f,b,h,l,h,v
p,s,b,p,p,h,v
e,s,b,w,e,w,c
e,y,b,e,e,w,c
p,y,b,g,l,h,v
p,s,b,h,p,h,s
p,y,n,b,e,w,v
e,y,n,w,e,w,v
p,y,n,b,e,w,v
p,s,b,w,p,h,s
p,y,n,b,e,w,v
e,y,n,w,e,w,v
p,y,n,b,e,w,v
p,s,b,p,p,h,s
e,y,n,h,f,h,y
p,y,b,w,p,r,v
e,s,b,w,e,w,c
p,s,b,w,p,h,v
p,y,b,p,l,h,v
p,y,b,r,p,r,v
p,y,n,b,e,w,v
e,s,b,e,e,w,c
e,y,n,w,f,h,y
p,y,n,b,e,w,v
e,y,n,w,e,w,v
p,s,b,r,p,r,v
p,s,b,p,p,h,v
p,s,b,r,p,r,v
p,f,b,h,l,h,y
e,s,b,w,e,w,c
p,y,b,g,l,h,v
p,s,b,g,p,r,v
p,s,b,p,p,h,v
e,f,n,w,e,w,v
p,s,b,h,p,h,v
e,s,b,e,e,w,c
e,y,b,e,e,w,c
e,y,b,e,e,w,c
p,f,b,h,l,h,y
p,s,b,h,p,h,v
p,y,b,g,l,h,v
e,y,b,e,e,w,c
e,y,n,w,e,w,v
p,y,b,g,l,h,v
p,f,b,g,l,h,v
p,y,b,p,l,h,y
p,f,b,g,l,h,v
p,y,b,g,p,r,v
e,s,b,e,e,w,c
p,y,b,g,l,h,v
e,s,b,e,e,w,c
p,y,b,g,l,h,y
p,y,b,g,l,h,v
p,y,n,b,e,w,v
p,s,b,w,p,h,v
p,s,b,w,p,h,s
p,y,b,h,l,h,y
e,y,b,w,e,w,c
p,y,b,p,l,h,y
e,s,b,w,e,w,c
e,y,b,e,e,w,c
p,y,b,h,l,h,v
p,s,b,w,p,h,s
p,s,b,p,p,h,v
p,f,n,w,e,w,v
p,s,b,h,p,h,s
e,y,b,e,e,w,c
p,y,b,g,l,h,y
p,s,b,p,p,h,s
p,y,b,p,l,h,y
e,y,n,w,e,w,v
p,f,b,p,l,h,y
p,y,n,b,e,w,v
e,y,b,w,e,w,c
p,s,b,h,p,h,v
p,y,b,h,l,h,y
p,y,b,p,l,h,y
p,y,n,b,e,w,v
e,y,n,w,f,h,y
p,y,b,p,l,h,y
p,s,b,h,p,h,v
p,s,b,w,p,h,v
p,s,b,w,p,h,s
e,y,b,w,e,w,c
p,f,n,w,e,w,v
e,y,n,w,f,h,v
p,y,n,b,e,w,v
e,s,b,w,e,w,c
p,s,b,w,p,h,v
p,y,b,p,l,h,v
e,s,b,e,e,w,c
p,s,b,p,p,h,v
p,y,b,h,l,h,v
p,y,n,b,e,w,v
e,y,b,w,e,w,c
p,y,b,h,l,h,v
e,s,b,e,e,w,c
p,y,n,b,e,w,v
e,s,b,w,e,w,c
p,y,b,p,l,h,v
p,y,b,g,l,h,y
e,f,n,w,e,w,v
p,y,b,w,p,r,v
e,y,b,w,e,w,c
p,s,b,w,p,h,v
p,y,b,p,l,h,v
p,s,b,p,p,h,s
p,y,n,b,e,w,v
p,y,n,b,e,w,v
e,y,n,u,f,h,v
e,y,b,w,e,w,c
p,g,n,w,p,w,c
p,s,b,p,p,h,s
p,y,n,b,e,w,v
e,s,b,w,e,w,c
p,y,n,b,e,w,v
p,s,b,h,p,h,s
e,s,b,e,e,w,c
p,s,b,p,p,h,s
p,s,b,r,p,r,v
e,f,n,w,e,w,v
p,s,b,p,p,h,v
e,s,b,e,e,w,c
e,y,b,w,e,w,c
e,y,n,u,f,h,v
p,y,n,b,e,w,v
e,y,b,w,e,w,c
p,y,b,w,p,r,v
p,s,b,w,p,h,s
p,s,b,p,p,h,v
e,s,b,w,e,w,c
p,s,b,p,p,h,s
e,y,b,e,e,w,c
p,y,b,g,p,r,v
p,y,n,b,e,w,v
p,y,b,g,l,h,v
p,s,b,w,p,h,s
e,f,n,w,e,w,v
p,s,b,p,p,h,v
p,s,b,w,p,h,v
p,s,b,r,p,r,v
p,s,b,r,p,r,v
p,s,b,w,p,h,s
p,y,n,b,e,w,v
p,y,b,g,l,h,v
e,s,b,w,e,w,c
p,y,n,b,e,w,v
p,s,b,p,p,h,s
p,s,b,g,p,r,v
p,y,n,b,e,w,v
p,s,b,h,p,h,v
e,y,n,u,f,h,y
p,s,b,h,p,h,s
p,y,n,b,e,w,v
e,y,b,w,e,w,c
p,y,n,b,e,w,v
p,y,n,b,e,w,v
p,s,b,p,p,h,s
e,y,n,p,f,h,y
p,s,b,g,p,r,v
p,s,b,p,p,h,v
e,y,n,w,e,w,v
e,y,n,p,f,h,v
p,s,b,w,p,h,v
e,y,n,w,f,h,v
p,y,n,b,e,w,v
p,s,b,r,p,r,v
p,y,n,w,e,w,v
p,y,b,g,l,h,y
p,s,b,h,p,h,v
p,y,b,h,l,h,v
e,y,b,w,e,w,c
p,s,b,w,p,r,v
p,y,n,b,e,w,v
p,y,b,h,l,h,y
p,y,b,g,p,r,v
e,y,n,w,e,w,v
p,f,b,g,l,h,y
p,y,b,h,l,h,v
p,y,b,p,l,h,v
p,s,b,h,p,h,s
p,y,n,b,e,w,v
p,s,b,h,p,h,s
p,f,b,p,l,h,y
e,f,n,w,e,w,v
p,s,b,w,p,h,s
p,s,b,h,p,h,v
e,s,b,e,e,w,c
p,s,b,h,p,h,s
p,y,b,p,l,h,v
p,y,n,b,e,w,v
p,s,b,p,p,h,v
p,s,b,h,p,h,s
p,y,b,p,l,h,v
e,f,n,w,e,w,v
p,y,n,b,e,w,v
e,y,b,e,e,w,c
p,y,n,b,e,w,v
p,y,n,b,e,w,v
e,s,b,w,e,w,c
p,y,b,h,l,h,v
e,s,b,w,e,w,c
p,y,b,p,l,h,v
